Name, Path, Extension, Size, Last Modified
JapanWebCoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\JapanWebCoated.icc,.icc,557.164kb ,19040 days, 8:00:00
sRGB Color Space Profile.icm,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\sRGB Color Space Profile.icm,.icm,3.144kb ,19040 days, 8:00:00
USSheetfedCoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\USSheetfedCoated.icc,.icc,557.168kb ,19040 days, 8:00:00
USSheetfedUncoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\USSheetfedUncoated.icc,.icc,557.168kb ,19040 days, 8:00:00
USWebCoatedSWOP.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\USWebCoatedSWOP.icc,.icc,557.168kb ,19040 days, 8:00:00
USWebUncoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\USWebUncoated.icc,.icc,557.164kb ,19040 days, 8:00:00
EPUBDeviceInfo.xml,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\KindleDeviceInfo\EPUBDeviceInfo.xml,.xml,1.093kb ,19040 days, 8:00:00
KindleDeviceInfo.xml,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\KindleDeviceInfo\KindleDeviceInfo.xml,.xml,2.011kb ,19040 days, 8:00:00
catalogPathRepairTable.cscr,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Material\catalogPathRepairTable.cscr,.cscr,41.984kb ,19040 days, 8:00:00
InstallPathToCatalogId.dat,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Material\InstallPathToCatalogId.dat,.dat,24.635kb ,19040 days, 8:00:00
x2.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x2.caffemodel,.caffemodel,160.269kb ,19040 days, 8:00:00
x2.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x2.prototxt,.prototxt,2.795kb ,19040 days, 8:00:00
x2_denoise.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x2_denoise.caffemodel,.caffemodel,160.269kb ,19040 days, 8:00:00
x2_denoise.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x2_denoise.prototxt,.prototxt,2.795kb ,19040 days, 8:00:00
x3.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x3.caffemodel,.caffemodel,166.049kb ,19040 days, 8:00:00
x3.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x3.prototxt,.prototxt,2.795kb ,19040 days, 8:00:00
x3_denoise.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x3_denoise.caffemodel,.caffemodel,166.049kb ,19040 days, 8:00:00
x3_denoise.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x3_denoise.prototxt,.prototxt,2.795kb ,19040 days, 8:00:00
x4.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x4.caffemodel,.caffemodel,174.144kb ,19040 days, 8:00:00
x4.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x4.prototxt,.prototxt,2.7960000000000003kb ,19040 days, 8:00:00
x4_denoise.caffemodel,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x4_denoise.caffemodel,.caffemodel,174.144kb ,19040 days, 8:00:00
x4_denoise.prototxt,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PretrainedWeights\SuperResolution\x4_denoise.prototxt,.prototxt,2.7960000000000003kb ,19040 days, 8:00:00
PrintCoInfo.xml,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\PrintCoInfo\PrintCoInfo.xml,.xml,28.427kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\chinese_sc\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\chinese_sc\EditImageTool.todb,.todb,813.056kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\chinese_tc\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\chinese_tc\EditImageTool.todb,.todb,813.056kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\english\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\english\EditImageTool.todb,.todb,813.056kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\french\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\french\EditImageTool.todb,.todb,814.08kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\german\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\german\EditImageTool.todb,.todb,815.104kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\japanese\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\japanese\EditImageTool.todb,.todb,800.768kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\korean\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\korean\EditImageTool.todb,.todb,813.056kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\other\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\other\EditImageTool.todb,.todb,813.056kb ,19040 days, 8:00:00
DefaultToolModifyKey.tomd,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\spanish\DefaultToolModifyKey.tomd,.tomd,24.576kb ,19040 days, 8:00:00
EditImageTool.todb,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\Tool\spanish\EditImageTool.todb,.todb,814.08kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_sc\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_sc\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_sc\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_tc\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_tc\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\chinese_tc\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\english\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\english\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\english\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\french\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\french\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\french\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\german\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\german\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\german\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\japanese\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\japanese\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\japanese\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\korean\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\korean\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\korean\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\other\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\other\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\other\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_0.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\spanish\presetAndroid_0.spws,.spws,118.784kb ,19040 days, 8:00:00
presetAndroid_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\spanish\presetAndroid_1.spws,.spws,126.976kb ,19040 days, 8:00:00
presetAndroid_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Android\spanish\presetAndroid_2.spws,.spws,118.784kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_sc\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_sc\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_sc\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_tc\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_tc\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\chinese_tc\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\english\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\english\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\english\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\french\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\french\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\french\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\german\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\german\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\german\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\japanese\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\japanese\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\japanese\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\korean\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\korean\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\korean\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\other\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\other\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\other\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetMac_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\spanish\presetMac_1.spws,.spws,81.92kb ,19040 days, 8:00:00
presetMac_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\spanish\presetMac_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetMac_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Mac\spanish\presetMac_3.spws,.spws,84.992kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_sc\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_sc\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_sc\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_tc\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_tc\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\chinese_tc\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\english\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\english\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\english\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\french\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\french\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\french\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\german\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\german\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\german\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\japanese\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\japanese\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\japanese\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\korean\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\korean\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\korean\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\other\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\other\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\other\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
presetWin_1.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\spanish\presetWin_1.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_2.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\spanish\presetWin_2.spws,.spws,82.944kb ,19040 days, 8:00:00
presetWin_3.spws,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\WorkSpace\Win\spanish\presetWin_3.spws,.spws,86.016kb ,19040 days, 8:00:00
TGCxsPlugIn.cfpi,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\TGCxsPlugIn.cfpi,.cfpi,17.92kb ,19040 days, 8:00:00
TGMaterialPlugIn.cfpi,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\TGMaterialPlugIn.cfpi,.cfpi,17.92kb ,19040 days, 8:00:00
TGTosPlugIn.cfpi,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\TGTosPlugIn.cfpi,.cfpi,17.92kb ,19040 days, 8:00:00
TGXPGPlugIn.cfpi,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\TGXPGPlugIn.cfpi,.cfpi,19.968kb ,19040 days, 8:00:00
TGXPGPlugInCore.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\TGXPGPlugInCore.dll,.dll,231.89600000000002kb ,19040 days, 8:00:00
tiff.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\tiff.dll,.dll,431.104kb ,19040 days, 8:00:00
triglavwinrt.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\triglavwinrt.dll,.dll,182.17600000000002kb ,19040 days, 8:00:00
ucrtbase.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\ucrtbase.dll,.dll,1026.088kb ,19040 days, 8:00:00
vcamp140.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\vcamp140.dll,.dll,401.704kb ,19040 days, 8:00:00
vccorlib140.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\vccorlib140.dll,.dll,337.696kb ,19040 days, 8:00:00
vcomp100.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\vcomp100.dll,.dll,57.168kb ,19040 days, 8:00:00
vcruntime140.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\vcruntime140.dll,.dll,101.672kb ,19040 days, 8:00:00
vcruntime140_1.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\vcruntime140_1.dll,.dll,44.328kb ,19040 days, 8:00:00
zlib.dll,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\zlib.dll,.dll,85.504kb ,19040 days, 8:00:00
